You are a disciplined value-oriented equity analyst. You rank
companies strictly by the fundamentals provided. You do not use
outside knowledge, brand reputation, narrative, momentum, or
sentiment. You prefer companies that are cheap relative to their
cash flows and earnings, growing, profitable, financially sound,
and not over-leveraged. You adjust valuation expectations by sector.

Below are ~500 S&P 500 companies with fundamentals organized into
four layers. Each layer measures a different dimension and has known
limitations — use them in combination, not in isolation.

**Layer 1 — Valuation** (is it cheap?)
- pe_trailing: price / trailing 12-month earnings. Lower is cheaper.
  Limitation: distorted by one-time charges; undefined for negative earnings.
- pe_forward: price / consensus forward earnings. Lower is cheaper.
  Limitation: depends on analyst estimates, which embed their own biases.
- ps_ratio: price / trailing 12-month sales. Lower is cheaper.
  Limitation: ignores profitability entirely.
- pb_ratio: price / book value. Lower is cheaper.
  Limitation: meaningless for asset-light businesses (software, services).
- ev_ebitda: enterprise value / EBITDA. Lower is cheaper.
  Limitation: better than P/E for leveraged companies but ignores capex.
- peg_ratio: P/E divided by expected growth rate. Lower is better.
  Limitation: conflates two uncertain numbers.
- fcf_yield: free cash flow / market cap. Higher is better.
  Limitation: purest valuation metric but FCF is lumpy quarter-to-quarter.

**Layer 2 — Growth** (is the business growing?)
- revenue_growth: year-over-year revenue growth (trailing). Higher is better.
  Limitation: past growth does not guarantee future growth; distorted by acquisitions.
- earnings_growth: year-over-year earnings growth (trailing). Higher is better.
  Limitation: more volatile than revenue; heavily accounting-dependent.

**Layer 3 — Quality & Financial Health** (is it a good business?)
- operating_margin: operating income / revenue. Higher is better.
  Limitation: sector-dependent norms (software ~30%, retail ~5%).
- profit_margin: net income / revenue. Higher is better.
  Limitation: after-tax; affected by jurisdiction and one-time items.
- gross_margin: gross profit / revenue. Higher is better.
  Limitation: measures pricing power and cost structure.
- roe: return on equity. Higher is better.
  Limitation: inflated by leverage; meaningless if equity is negative.
- roa: return on assets. Higher is better.
  Limitation: better than ROE for comparing across capital structures.
- debt_to_equity: total debt / shareholder equity. Lower is better.
  Limitation: sector norms vary wildly (banks vs. tech).
- current_ratio: current assets / current liabilities. Higher is better.
  Limitation: less relevant for companies with revolving credit lines.

**Layer 4 — Shareholder Returns** (what do you get paid to hold it?)
- dividend_yield: annual dividend / price. Higher is better for income.
  Limitation: does not capture buybacks; unusually high yield can signal distress.

**Missing values** (NaN) mean the metric is unavailable for that company.
Do not penalize a company for missing data — simply weight the metrics
that are available.

TASK: Identify the 20 most attractive companies by fundamentals alone.
Synthesize across all four layers — no single metric should dominate.
Consider sector context when interpreting ratios (e.g., a 15x P/E is
expensive for a utility but cheap for a growth company).

Use ONLY the data provided. Do not use any knowledge about these
companies beyond what appears in the table.

## S&P 500 Fundamentals

| ticker | sector | pe_trailing | pe_forward | ps_ratio | pb_ratio | ev_ebitda | peg_ratio | fcf_yield | revenue_growth | earnings_growth | operating_margin | profit_margin | gross_margin | roe | roa | debt_to_equity | current_ratio | dividend_yield |
| Company_431 | Financial Services | 11.46 | 9.489 | 3.122 | 1.411 | nan | 1.851 | nan | 0.053 | 0.247 | 0.3933 | 0.2872 | 0 | 0.1218 | 0.0111 | nan | nan | 3.89 |
| Company_321 | Healthcare | 28.66 | 19.99 | 9.286 | 5.97 | 21.96 | 2.142 | 0.0231 | 0.095 | 0.329 | 0.396 | 0.3294 | 0.5366 | 0.2254 | 0.1216 | 0.1091 | 2.901 | nan |
| Company_165 | Financial Services | 20.17 | 13.79 | 6.966 | 3.865 | nan | 1.109 | nan | 0.189 | 0.411 | 0.4968 | 0.37 | 0.9741 | 0.181 | 0.0182 | 1.153 | 0.63 | 1.37 |
| Company_422 | Healthcare | nan | 8.613 | 0.098 | 0.8653 | 5.94 | 0.7855 | 0.2927 | 0.232 | nan | -0.0188 | -0.0379 | 0.1047 | -0.2868 | 0.0101 | 0.9056 | 1.1 | nan |
| Company_174 | Industrials | 22.57 | 21.38 | 5.31 | 4.157 | 14.47 | 3.948 | 0.0225 | -0.017 | -0.114 | 0.3117 | 0.2359 | 0.4595 | 0.1925 | 0.0591 | 1.147 | 0.847 | 1.88 |
| Company_287 | Industrials | 15.32 | 12.78 | 1.592 | -65.25 | 10.51 | 1.322 | 0.0551 | -0.019 | -0.059 | 0.1478 | 0.1071 | 0.3568 | 71.5 | 0.1549 | 42.3 | 1.805 | 2.17 |
| Company_274 | Consumer Cyclical | 22.62 | 19.72 | 1.945 | 25 | 15.39 | 2.944 | 0.0269 | -0.038 | -0.142 | 0.1008 | 0.086 | 0.3332 | 1.455 | 0.1298 | 5.144 | 1.061 | 2.9 |
| Company_246 | Technology | 37 | 16.11 | 4.319 | 2.633 | 20.22 | 3.648 | 0.0337 | -0.014 | 0.805 | 0.225 | 0.1182 | 0.7108 | 0.0732 | 0.0411 | 0.2675 | 1.085 | nan |
| Company_062 | Utilities | 29.39 | 23.28 | 4.063 | 3.071 | 14.65 | 2.407 | -0.0688 | 0.079 | -0.208 | 0.1899 | 0.1358 | 0.4772 | 0.1077 | 0.0299 | 1.818 | 0.742 | 2.16 |
| Company_352 | Healthcare | 88.49 | 12.96 | 6.04 | -112.9 | 14.78 | 0.4949 | 0.0496 | 0.1 | nan | 0.3411 | 0.0691 | 0.7162 | 62.25 | 0.0981 | nan | 0.671 | 3.31 |
| Company_260 | Utilities | 37.98 | 13.15 | 1.056 | 28.19 | 15.29 | 1.35 | 0.0336 | 0.137 | -0.913 | 0.0426 | 0.0281 | 0.1938 | 0.4155 | 0.0457 | 9.89 | 1.637 | 1.24 |
| Company_434 | Consumer Defensive | 25.24 | 22.19 | 6.888 | 10.26 | 22.65 | 3.946 | -0.0044 | 0.024 | 0.036 | 0.2466 | 0.2734 | 0.6163 | 0.4332 | 0.0915 | 1.398 | 1.459 | 2.69 |
| Company_466 | Healthcare | 32.38 | 16.07 | 4.651 | 3.844 | 19.38 | 0.6782 | 0.0347 | 0.159 | 0.185 | 0.1969 | 0.1444 | 0.6878 | 0.1244 | 0.0598 | 0.4892 | 1.617 | nan |
| Company_042 | Industrials | 71.89 | 18.56 | 2.706 | 4.326 | 25.7 | 0.9393 | 0.0081 | -0.116 | nan | -0.0085 | 0.0379 | 0.3829 | 0.0628 | 0.0338 | 0.5248 | 2.026 | nan |
| Company_350 | Energy | 23.22 | 20.82 | 2.159 | 3.164 | 13.38 | 3.263 | 0.0188 | 0.003 | -0.256 | 0.1251 | 0.0933 | 0.2368 | 0.1455 | 0.0554 | 0.3526 | 1.357 | 1.52 |
| Company_035 | Communication Services | nan | 6.006 | 1.344 | 1.944 | 10.24 | 15.97 | 0.194 | 0.279 | nan | 0.1488 | -0.0032 | 0.1857 | 0.0048 | 0.0377 | 0.8631 | 0.93 | 4.28 |
| Company_485 | Financial Services | 10.44 | 17.21 | 1.952 | 1.547 | 7.485 | nan | 0.249 | 0.218 | 0.673 | 0.276 | 0.1894 | 0.2502 | 0.1604 | 0.0489 | 5.568 | 0.639 | 2.24 |
| Company_045 | Consumer Defensive | 46.08 | 38.3 | 1.406 | 10.06 | 24.24 | 4.712 | 0.0105 | 0.056 | -0.19 | 0.0457 | 0.0307 | 0.2493 | 0.2185 | 0.0683 | 0.6444 | 0.79 | 0.79 |
| Company_243 | Financial Services | 14.64 | 11.75 | 3.548 | 3.949 | 10.52 | 1.237 | 0.07 | 0.071 | -0.045 | 0.3027 | 0.2448 | 0.5194 | 0.2808 | 0.1106 | 0.7297 | 1.431 | 1.93 |
| Company_094 | Financial Services | 18.97 | 15.05 | 4.043 | 7.412 | 14.63 | 2.569 | 0.0441 | 0.037 | 1.383 | 0.3135 | 0.2151 | 0.472 | 0.4694 | 0.0589 | 1.683 | 1.11 | 0.92 |
| Company_393 | Industrials | 38.17 | 25.83 | 4.966 | 15.65 | 26.39 | 1.959 | 0.0174 | 0.18 | -0.114 | 0.1602 | 0.1314 | 0.288 | 0.4353 | 0.0789 | 2.067 | 1.436 | 0.84 |
| Company_038 | Healthcare | 25.49 | 17.58 | 4.623 | 4.726 | 17.47 | 1.208 | 0.0262 | 0.07 | -0.036 | 0.2286 | 0.1826 | 0.523 | 0.1995 | 0.0853 | 0.5139 | 2.066 | 0.88 |
| Company_227 | Technology | 45.44 | 16.91 | 7.004 | 16.58 | 26.43 | 0.9276 | 0.0552 | 0.194 | 0.063 | 0.2724 | 0.156 | 0.9233 | 0.3968 | 0.097 | 0.8979 | 0.851 | nan |
| Company_322 | Consumer Defensive | 15.96 | 11.32 | 5.481 | -31.43 | 8.407 | 1.678 | 0.0836 | -0.005 | -0.629 | 1.167 | 0.345 | 0.8734 | nan | 0.2732 | nan | 0.648 | 6.45 |
| Company_121 | Financial Services | 5.441 | 8.203 | 0.7938 | 1.881 | 4.628 | 0.452 | 0.1661 | 0.051 | 1.032 | 0.2902 | 0.1519 | 0.313 | 0.3952 | 0.0649 | 0.2509 | 0.366 | 2.09 |
| Company_167 | Real Estate | 29.76 | 24.83 | 2.908 | 1.595 | 16.54 | 1.987 | 0.1032 | -0.319 | nan | -0.0659 | 0.0878 | 0.5644 | 0.0492 | 0.0167 | 2.26 | 0.923 | 5.95 |
| Company_349 | Energy | 33.78 | 13.12 | 3.826 | 1.492 | 7.358 | 104.3 | 0.0091 | -0.094 | nan | -0.8649 | 0.1164 | 0.7304 | 0.0374 | 0.0137 | 0.3378 | 0.416 | 2.17 |
| Company_044 | Basic Materials | 216.6 | 17.89 | 2.782 | 1.337 | 14.23 | 1.717 | 0.7051 | nan | nan | 0.3469 | -0.1137 | 0.345 | 0.0052 | 0.0186 | 0.2448 | 2.419 | 1.76 |
| Company_202 | Real Estate | 13.31 | 27.29 | 9.633 | 11.87 | 19.39 | nan | 0.0381 | 0.132 | 3.581 | 0.4972 | 0.7271 | 0.819 | 1.041 | 0.0544 | 4.355 | 0.236 | 4.58 |
| Company_205 | Communication Services | 14.06 | 11.36 | 1.504 | 2.281 | 8.664 | 13.46 | 0.0708 | 0.02 | -0.358 | 0.1135 | 0.1141 | 0.3544 | 0.1682 | 0.0881 | 0.6739 | 2.784 | 0.96 |
| Company_473 | Consumer Cyclical | 12.8 | 9.142 | 0.3242 | 4.55 | 6.046 | 1.221 | 0.0623 | -0.01 | 3.725 | 0.0502 | 0.0256 | 0.2248 | 0.3704 | 0.0752 | 1.395 | 1.107 | 5.95 |
| Company_233 | Utilities | 21.06 | 17.81 | 1.947 | 2.5 | 15.72 | 2.055 | -0.0567 | 0.289 | 0.255 | 0.1592 | 0.0924 | 0.3031 | 0.1218 | 0.0294 | 2.136 | 0.804 | 3.05 |
| Company_019 | Financial Services | 37.91 | 14.65 | 4.301 | 2.398 | 19.6 | 0.9403 | 0.0192 | 0.367 | -0.483 | 0.1044 | 0.1148 | 0.4216 | 0.0691 | 0.0224 | 0.5835 | 1.056 | 1.29 |
| Company_381 | Industrials | 37.6 | 25.36 | 7.234 | -7.1 | 20.12 | 2.882 | 0.0201 | 0.139 | -0.129 | 0.456 | 0.2224 | 0.5969 | nan | 0.1178 | nan | 2.75 | nan |
| Company_305 | Financial Services | 12.79 | 11.26 | 2.154 | 1.741 | 11.43 | 2.888 | 0.0945 | 0.055 | 0.279 | 0.2424 | 0.1729 | 0.2955 | 0.1434 | 0.0312 | 0.3094 | 0.38 | 1.18 |
| Company_449 | Industrials | 30.93 | 19.92 | 3.263 | 2.573 | 16.23 | 1.757 | 0.0303 | 0.063 | 0.03 | 0.1598 | 0.1059 | 0.3846 | 0.084 | 0.0483 | 0.2107 | 1.625 | 1.42 |
| Company_114 | Healthcare | 7.159 | 9.027 | 1.325 | 2.184 | 13.21 | 1.22 | 0.0574 | -0.037 | 1.008 | 0.0701 | 0.1869 | 0.5357 | 0.3886 | 0.0294 | 1.039 | 1.231 | nan |
| Company_444 | Consumer Cyclical | 20.58 | 7.157 | 0.8775 | 3.9 | 9.406 | 0.4493 | -0.1796 | 0.064 | nan | 0.0832 | 0.0431 | 0.4262 | 0.2328 | 0.0459 | 7.03 | 0.209 | nan |
| Company_103 | Industrials | 35.08 | 25.16 | 3.767 | 9.495 | 15.7 | 2.392 | 0.0182 | 0.071 | 0.236 | 0.2004 | 0.1074 | 0.4044 | 0.297 | 0.0649 | 2.394 | 0.889 | 1.45 |
| Company_452 | Financial Services | 27.85 | 22.71 | 6.438 | 5.905 | 18.2 | 3.657 | 0.0417 | 0.087 | 0.605 | 0.362 | 0.2333 | 0.5153 | 0.2336 | 0.1112 | 0.3096 | 1.872 | 0.96 |
| Company_454 | Communication Services | 38.44 | 19.07 | 23.82 | 61.23 | 30.76 | 1.069 | 0.0207 | 0.659 | 0.847 | 0.7692 | 0.6083 | 0.8786 | 2.129 | 0.3953 | 1.718 | 3.322 | nan |
| Company_484 | Technology | 46.95 | 23.82 | 6.23 | 3.937 | 32.37 | 1.685 | 0.0347 | 0.063 | 0.011 | 0.1316 | 0.1353 | 0.4646 | 0.089 | 0.0414 | 0.1736 | 1.05 | nan |
| Company_101 | Consumer Cyclical | 19.49 | 15.07 | 1.489 | 5.879 | 11.9 | 1.922 | 0.0469 | 0.039 | -0.006 | 0.1271 | 0.0777 | 0.2875 | 0.3021 | 0.0822 | 1.763 | 1.127 | 2.19 |
| Company_164 | Consumer Defensive | nan | 10.64 | 1.082 | 0.6476 | 7.892 | 0.9935 | 0.1029 | -0.034 | -0.692 | 0.1748 | -0.2344 | 0.3332 | -0.1284 | 0.035 | 0.521 | 1.154 | 7.02 |
| Company_392 | Consumer Cyclical | 49.48 | 38.43 | 6.911 | 18.88 | 31.48 | 3.887 | 0.0214 | 0.097 | 0.099 | 0.1764 | 0.14 | 0.5275 | 0.3894 | 0.1529 | 0.7553 | 0.602 | 1.35 |
| Company_334 | Technology | 90.67 | 41.13 | 13.46 | 12.22 | 84.02 | 2.737 | 0.0215 | 0.149 | 0.605 | 0.155 | 0.1296 | 0.735 | 0.1626 | 0.0345 | 4.887 | 1.045 | nan |
| Company_096 | Technology | 80.83 | 37.88 | 8.13 | 10.74 | 36.84 | 1.651 | 0.005 | 0.204 | 0.774 | 0.1656 | 0.1021 | 0.3598 | 0.149 | 0.0495 | 0.7619 | 1.588 | 0.76 |
| Company_428 | Healthcare | 26.17 | 14.19 | 1.626 | 2.61 | 13.03 | 1.129 | 0.0426 | 0.056 | 0.157 | 0.1055 | 0.0628 | 0.2876 | 0.1051 | 0.0512 | 0.7556 | 1.424 | 1.05 |
| Company_416 | Basic Materials | nan | 17.27 | 0.8505 | 2.543 | 17 | 1.636 | 0.0174 | -0.092 | nan | -0.0092 | -0.0247 | 0.0896 | -0.0695 | 0.0169 | 1.442 | 1.773 | 6.03 |
| Company_401 | Financial Services | 34.72 | 24.72 | 12.77 | -15.1 | 25.14 | 1.87 | 0.0291 | 0.106 | -0.023 | 0.5594 | 0.3836 | 0.8244 | nan | 0.1917 | nan | 0.899 | 1.51 |
| Company_495 | Consumer Cyclical | 48.26 | 15.65 | 0.572 | 3.899 | 16.78 | 0.9947 | 0.0476 | 0.06 | 1.157 | 0.0706 | 0.0117 | 0.4442 | 0.1489 | 0.02 | 9.631 | 1.234 | nan |
| Company_163 | Financial Services | nan | 7.976 | 1.679 | 1.103 | 11.87 | 0.3832 | 0.0696 | 0.062 | nan | 0.2038 | -0.0442 | 0.2857 | -0.0122 | 0.026 | 0.1716 | 0.787 | 3.48 |
| Company_122 | Financial Services | 20.87 | 13.25 | 3.896 | 1.766 | 14.79 | nan | 0.0624 | 0.362 | -0.162 | 0.2317 | 0.1829 | 0.4907 | 0.1123 | 0.0424 | 0.6298 | 1.039 | 0.96 |
| Company_371 | Healthcare | 7.653 | 6.909 | 0.6216 | 1.483 | 6.107 | 1.222 | 0.0524 | 0.091 | 0.427 | 0.1153 | 0.0857 | 0.4389 | 0.2133 | 0.0831 | 0.6973 | 1.052 | 0.45 |
| Company_376 | Technology | 16.37 | 10.89 | 1.751 | 34.96 | 9.726 | 0.8277 | 0.0811 | 0.022 | -0.342 | 0.1898 | 0.1122 | 0.6839 | 0.8686 | 0.0886 | 10.47 | 0.999 | nan |
| Company_342 | Consumer Cyclical | 22.1 | 14.12 | 3.833 | 9.159 | 17.11 | 2.163 | 0.0174 | 0.15 | -0.184 | 0.1622 | 0.183 | 0.7145 | 0.4085 | 0.078 | 1.556 | 1.097 | 1.32 |
| Company_427 | Consumer Cyclical | 11.3 | 9.824 | 1.317 | 2.725 | 8.369 | nan | 0.0612 | 0.061 | nan | 0.0983 | 0.1148 | 0.5597 | 0.2785 | 0.0552 | 2.039 | 0.299 | 0.59 |
| Company_152 | Healthcare | 24.2 | 14.29 | 3.135 | 2.27 | 13.89 | 1.511 | 0.0366 | 0.087 | -0.118 | 0.2001 | 0.13 | 0.6516 | 0.0939 | 0.0457 | 0.5706 | 2.535 | 3.28 |
| Company_379 | Industrials | 34.59 | 23.1 | 5.11 | 7.211 | 23.77 | 2.675 | 0.0185 | 0.131 | 0.189 | 0.1997 | 0.1489 | 0.3777 | 0.2153 | 0.0833 | 0.5488 | 1.319 | 1.22 |
| Company_397 | Healthcare | 29.94 | 24.61 | 6.36 | -1085 | 22.95 | 2.675 | 0.0268 | 0.081 | 0.17 | 0.3071 | 0.2159 | 0.5937 | nan | 0.2035 | nan | 1.137 | nan |
| Company_437 | Communication Services | 6.072 | 4.644 | 0.5081 | 1.734 | 5.929 | 0.3634 | 0.0983 | -0.023 | 0.024 | 0.2474 | 0.0911 | 0.5531 | 0.2867 | 0.0548 | 4.823 | 0.387 | nan |
| Company_482 | Real Estate | 29.16 | 27.75 | 8.607 | 2.104 | 19.02 | 5.779 | 0.0385 | 0.046 | 0.158 | 0.4445 | 0.2826 | 0.7503 | 0.0701 | 0.0335 | 0.9868 | 0.758 | 4.84 |
| Company_018 | Basic Materials | 22.58 | 11.43 | 1.436 | 2.916 | 14.65 | nan | -0.0042 | 0.14 | 0.347 | 0.0703 | 0.0652 | 0.1316 | 0.1328 | 0.0588 | 0.4908 | 3.055 | 1.13 |
| Company_179 | Industrials | 28.56 | 21.54 | 8.395 | 82.88 | 19.03 | 1.809 | 0.0393 | nan | nan | 0.4398 | 0.2956 | 0.6988 | 4.38 | 0.1646 | 15.82 | 1.202 | 1.08 |
| Company_343 | Industrials | 32.58 | 27.76 | 4.156 | 5.744 | 16.08 | 3.198 | 0.0257 | 0.022 | 0.074 | 0.1949 | 0.1289 | 0.4301 | 0.183 | 0.0622 | 1.153 | 0.642 | 1.12 |
| Company_480 | Real Estate | 27.3 | 30.31 | 8.932 | 2.101 | 18.97 | 2.607 | 0.0467 | 0.089 | 1.419 | 0.3876 | 0.3274 | 0.7162 | 0.0768 | 0.0315 | 0.6939 | 0.618 | 3.92 |
| Company_206 | Real Estate | 154.2 | 87.04 | 6.799 | 3.157 | 23.7 | nan | 0.0307 | 0.214 | 0.101 | 0.2035 | 0.0432 | 0.4121 | 0.0217 | 0.0218 | 1.02 | 0.341 | 2.5 |
